Experiment	Frequency Sweep	
Date	28.04.2017 16:36:25	
User		
f_res (Hz)	30187.3413	
Q	3763	
Phase (deg)	-48.93	
Amp/Exc (nm/mV)	0.073916	
Number of points	512	
Fit length	11	

[DATA]
Frequency Shift (Hz)	Center Frequency (Hz)	Amplitude (m)	Phase (deg)
50.3190E+0	30.1782E+3	32.7250E-12	-69.1690E+0
50.6177E+0	30.1782E+3	30.6987E-12	-71.3625E+0
50.9163E+0	30.1782E+3	30.3025E-12	-68.6648E+0
51.2149E+0	30.1782E+3	29.9618E-12	-68.0861E+0
51.5136E+0	30.1782E+3	31.2094E-12	-68.6080E+0
51.8122E+0	30.1782E+3	29.6552E-12	-62.8225E+0
52.1108E+0	30.1782E+3	29.1424E-12	-63.4609E+0
52.4095E+0	30.1782E+3	26.7129E-12	-68.6831E+0
52.7081E+0	30.1782E+3	30.8816E-12	-68.7697E+0
53.0067E+0	30.1782E+3	26.7406E-12	-64.7546E+0
53.3053E+0	30.1782E+3	26.7403E-12	-70.0793E+0
53.6040E+0	30.1782E+3	27.9276E-12	-70.9074E+0
53.9026E+0	30.1782E+3	30.6758E-12	-69.9733E+0
54.2012E+0	30.1782E+3	33.6460E-12	-55.4535E+0
54.4999E+0	30.1782E+3	28.5787E-12	-71.0903E+0
54.7985E+0	30.1782E+3	29.1169E-12	-70.8957E+0
55.0971E+0	30.1782E+3	27.8754E-12	-70.4650E+0
55.3957E+0	30.1782E+3	27.8557E-12	-69.2298E+0
55.6944E+0	30.1782E+3	27.8109E-12	-69.9133E+0
55.9930E+0	30.1782E+3	28.5865E-12	-71.2561E+0
56.2916E+0	30.1782E+3	26.7886E-12	-68.5332E+0
56.5903E+0	30.1782E+3	27.8782E-12	-69.6595E+0
56.8889E+0	30.1782E+3	24.2205E-12	-66.2274E+0
57.1875E+0	30.1782E+3	24.2517E-12	-72.9605E+0
57.4862E+0	30.1782E+3	26.0626E-12	-70.0376E+0
57.7848E+0	30.1782E+3	24.5457E-12	-67.1149E+0
58.0834E+0	30.1782E+3	29.4510E-12	-67.4570E+0
58.3820E+0	30.1782E+3	24.3781E-12	-71.3471E+0
58.6807E+0	30.1782E+3	27.5395E-12	-72.3256E+0
58.9793E+0	30.1782E+3	24.6609E-12	-69.8923E+0
59.2779E+0	30.1782E+3	24.9106E-12	-65.5715E+0
59.5766E+0	30.1782E+3	26.2545E-12	-66.4850E+0
59.8752E+0	30.1782E+3	26.6808E-12	-73.2374E+0
60.1738E+0	30.1782E+3	25.4790E-12	-68.1994E+0
60.4725E+0	30.1782E+3	23.6565E-12	-72.5249E+0
60.7711E+0	30.1782E+3	23.9256E-12	-74.3032E+0
61.0697E+0	30.1782E+3	24.7869E-12	-67.5526E+0
61.3683E+0	30.1782E+3	24.6819E-12	-71.8444E+0
61.6670E+0	30.1782E+3	22.6528E-12	-74.7442E+0
61.9656E+0	30.1782E+3	24.4492E-12	-67.9156E+0
62.2642E+0	30.1782E+3	23.4592E-12	-67.3227E+0
62.5629E+0	30.1782E+3	24.3442E-12	-68.0241E+0
62.8615E+0	30.1782E+3	24.3910E-12	-74.4368E+0
63.1601E+0	30.1782E+3	23.0189E-12	-68.1990E+0
63.4588E+0	30.1782E+3	22.0419E-12	-67.9899E+0
63.7574E+0	30.1782E+3	22.2422E-12	-64.2228E+0
64.0560E+0	30.1782E+3	24.6530E-12	-69.0185E+0
64.3546E+0	30.1782E+3	23.9598E-12	-70.3235E+0
64.6533E+0	30.1782E+3	23.8609E-12	-69.4470E+0
64.9519E+0	30.1782E+3	23.3666E-12	-72.4837E+0
65.2505E+0	30.1782E+3	21.3439E-12	-70.3240E+0
65.5492E+0	30.1782E+3	21.8378E-12	-68.2723E+0
65.8478E+0	30.1782E+3	20.0136E-12	-76.7859E+0
66.1464E+0	30.1782E+3	22.5007E-12	-68.6170E+0
66.4451E+0	30.1782E+3	21.0722E-12	-67.0384E+0
66.7437E+0	30.1782E+3	21.6310E-12	-72.4553E+0
67.0423E+0	30.1782E+3	21.6502E-12	-71.0091E+0
67.3409E+0	30.1782E+3	22.0742E-12	-66.4093E+0
67.6396E+0	30.1782E+3	21.2926E-12	-82.6489E+0
67.9382E+0	30.1782E+3	22.6498E-12	-72.4684E+0
68.2368E+0	30.1782E+3	22.2313E-12	-67.5342E+0
68.5355E+0	30.1782E+3	21.1870E-12	-73.4856E+0
68.8341E+0	30.1782E+3	19.9897E-12	-74.8443E+0
69.1327E+0	30.1782E+3	21.9135E-12	-76.4141E+0
69.4314E+0	30.1782E+3	19.2494E-12	-71.6606E+0
69.7300E+0	30.1782E+3	22.3410E-12	-72.4532E+0
70.0286E+0	30.1782E+3	18.3949E-12	-73.8754E+0
70.3272E+0	30.1782E+3	22.6003E-12	-75.9394E+0
70.6259E+0	30.1782E+3	21.1061E-12	-76.4628E+0
70.9245E+0	30.1782E+3	22.0817E-12	-73.3576E+0
71.2231E+0	30.1782E+3	19.4555E-12	-72.0947E+0
71.5218E+0	30.1782E+3	22.8891E-12	-75.7490E+0
71.8204E+0	30.1782E+3	22.2326E-12	-72.1140E+0
72.1190E+0	30.1782E+3	21.7745E-12	-74.8515E+0
72.4176E+0	30.1782E+3	20.6154E-12	-71.9161E+0
72.7163E+0	30.1782E+3	18.8575E-12	-67.9645E+0
73.0149E+0	30.1782E+3	21.1265E-12	-75.3872E+0
73.3135E+0	30.1782E+3	18.6311E-12	-77.7316E+0
73.6122E+0	30.1782E+3	20.8295E-12	-76.2338E+0
73.9108E+0	30.1782E+3	20.6872E-12	-70.9201E+0
74.2094E+0	30.1782E+3	20.2114E-12	-80.3399E+0
74.5081E+0	30.1782E+3	19.1305E-12	-68.4041E+0
74.8067E+0	30.1782E+3	16.7084E-12	-68.2013E+0
75.1053E+0	30.1782E+3	17.9530E-12	-68.9196E+0
75.4039E+0	30.1782E+3	71.5946E-12	-3.64775E+0
75.7026E+0	30.1782E+3	28.0770E-12	-35.3174E+0
76.0012E+0	30.1782E+3	20.3469E-12	-74.4391E+0
76.2998E+0	30.1782E+3	19.7235E-12	-77.8920E+0
