Experiment	Frequency Sweep	
Date	30.04.2017 16:43:51	
User		
f_res (Hz)	31691.5091	
Q	15140	
Phase (deg)	-67.79	
Amp/Exc (nm/mV)	0.291989	
Number of points	512	
Fit length	11	

[DATA]
Frequency Shift (Hz)	Center Frequency (Hz)	Amplitude (m)	Phase (deg)
13.0448E+0	31.6927E+3	189.533E-12	-64.1111E+0
13.1196E+0	31.6927E+3	187.428E-12	-63.6293E+0
13.1943E+0	31.6927E+3	188.065E-12	-63.4553E+0
13.2691E+0	31.6927E+3	185.400E-12	-62.7411E+0
13.3438E+0	31.6927E+3	186.883E-12	-63.6045E+0
13.4186E+0	31.6927E+3	185.739E-12	-63.6118E+0
13.4934E+0	31.6927E+3	183.311E-12	-62.6705E+0
13.5681E+0	31.6927E+3	184.096E-12	-64.1237E+0
13.6429E+0	31.6927E+3	182.660E-12	-63.5685E+0
13.7176E+0	31.6927E+3	182.079E-12	-63.9239E+0
13.7924E+0	31.6927E+3	179.730E-12	-63.0465E+0
13.8671E+0	31.6927E+3	178.916E-12	-63.5598E+0
13.9419E+0	31.6927E+3	178.493E-12	-64.3706E+0
14.0166E+0	31.6927E+3	177.502E-12	-63.2414E+0
14.0914E+0	31.6927E+3	176.160E-12	-63.4100E+0
14.1662E+0	31.6927E+3	175.558E-12	-63.6295E+0
14.2409E+0	31.6927E+3	177.080E-12	-63.8549E+0
14.3157E+0	31.6927E+3	175.007E-12	-63.8606E+0
14.3904E+0	31.6927E+3	174.159E-12	-63.5852E+0
14.4652E+0	31.6927E+3	171.782E-12	-63.3725E+0
14.5399E+0	31.6927E+3	172.192E-12	-63.6398E+0
14.6147E+0	31.6927E+3	170.412E-12	-63.4260E+0
14.6894E+0	31.6927E+3	170.376E-12	-63.3880E+0
14.7642E+0	31.6927E+3	170.145E-12	-64.2753E+0
14.8390E+0	31.6927E+3	168.890E-12	-63.6783E+0
14.9137E+0	31.6927E+3	166.299E-12	-64.0367E+0
14.9885E+0	31.6927E+3	166.678E-12	-64.1455E+0
15.0632E+0	31.6927E+3	167.220E-12	-63.6694E+0
15.1380E+0	31.6927E+3	163.161E-12	-64.0673E+0
15.2127E+0	31.6927E+3	165.653E-12	-63.3769E+0
15.2875E+0	31.6927E+3	164.885E-12	-63.7683E+0
15.3622E+0	31.6927E+3	163.207E-12	-63.6152E+0
15.4370E+0	31.6927E+3	163.517E-12	-63.9447E+0
15.5118E+0	31.6927E+3	162.604E-12	-63.0983E+0
15.5865E+0	31.6927E+3	162.734E-12	-64.6673E+0
15.6613E+0	31.6927E+3	161.215E-12	-63.6198E+0
15.7360E+0	31.6927E+3	157.270E-12	-63.6418E+0
15.8108E+0	31.6927E+3	158.976E-12	-64.5259E+0
15.8855E+0	31.6927E+3	156.787E-12	-63.9964E+0
15.9603E+0	31.6927E+3	157.152E-12	-63.5637E+0
16.0350E+0	31.6927E+3	157.631E-12	-64.6354E+0
16.1098E+0	31.6927E+3	155.646E-12	-64.4769E+0
16.1846E+0	31.6927E+3	157.329E-12	-63.8578E+0
16.2593E+0	31.6927E+3	154.286E-12	-63.6598E+0
16.3341E+0	31.6927E+3	154.152E-12	-64.1723E+0
16.4088E+0	31.6927E+3	155.266E-12	-63.6057E+0
16.4836E+0	31.6927E+3	153.246E-12	-63.0984E+0
16.5583E+0	31.6927E+3	150.730E-12	-63.3856E+0
16.6331E+0	31.6927E+3	150.675E-12	-63.8857E+0
16.7078E+0	31.6927E+3	150.452E-12	-64.2220E+0
16.7826E+0	31.6927E+3	149.661E-12	-64.2611E+0
16.8573E+0	31.6927E+3	150.893E-12	-64.1828E+0
16.9321E+0	31.6927E+3	148.946E-12	-64.3953E+0
17.0069E+0	31.6927E+3	148.489E-12	-64.3562E+0
17.0816E+0	31.6927E+3	147.671E-12	-64.6253E+0
17.1564E+0	31.6927E+3	148.108E-12	-63.6955E+0
17.2311E+0	31.6927E+3	145.553E-12	-64.1322E+0
17.3059E+0	31.6927E+3	145.866E-12	-64.3955E+0
17.3806E+0	31.6927E+3	145.875E-12	-64.0742E+0
17.4554E+0	31.6927E+3	145.935E-12	-64.4811E+0
17.5301E+0	31.6927E+3	141.569E-12	-63.1904E+0
17.6049E+0	31.6927E+3	141.934E-12	-63.9636E+0
17.6796E+0	31.6927E+3	142.389E-12	-64.8465E+0
17.7544E+0	31.6927E+3	141.846E-12	-64.3183E+0
17.8292E+0	31.6927E+3	141.308E-12	-64.4569E+0
17.9039E+0	31.6927E+3	140.960E-12	-64.3656E+0
17.9787E+0	31.6927E+3	138.802E-12	-63.7650E+0
18.0534E+0	31.6927E+3	138.984E-12	-64.1620E+0
18.1282E+0	31.6927E+3	139.267E-12	-63.9229E+0
18.2029E+0	31.6927E+3	137.979E-12	-64.1624E+0
18.2777E+0	31.6927E+3	138.801E-12	-64.9520E+0
18.3524E+0	31.6927E+3	138.840E-12	-64.7156E+0
18.4272E+0	31.6927E+3	136.769E-12	-64.5545E+0
18.5020E+0	31.6927E+3	136.129E-12	-64.5605E+0
18.5767E+0	31.6927E+3	135.199E-12	-64.5270E+0
18.6515E+0	31.6927E+3	134.861E-12	-64.0853E+0
18.7262E+0	31.6927E+3	134.269E-12	-64.2874E+0
18.8010E+0	31.6927E+3	133.879E-12	-64.2901E+0
18.8757E+0	31.6927E+3	134.436E-12	-64.2124E+0
18.9505E+0	31.6927E+3	133.827E-12	-64.3561E+0
19.0252E+0	31.6927E+3	134.448E-12	-64.3840E+0
19.1000E+0	31.6927E+3	133.818E-12	-64.9690E+0
